"207101","1","4","63588","1","","","","","0","","0431","","","43814";
"207101","1","5","63587","1","","","","","1","","0433","","","43814";
"207101","1","6","63606","","","","","","1","|","|","","","43814";
"207101","1","7","63579","1","1","","","","1","","0435","","","43814";
"207101","1","8","63510","1","","","","","2","","0437","","","43814";
"207101","1","9","63509","1","","","","","2","","0439","","","43814";
"207101","1","10","63508","1","","","","","3","","0441","","","43814";
"207101","1","11","63507","1","1","","","","4","","0443","","","43814";
"207101","1","12","63517","1","","","","","4","","0445","","","43814";
"207101","1","13","63506","","","","","","","<","<","","","43814";
"207101","1","14","63505","1","","","","","5","","0448","","","43814";
"207101","1","15","63516","","","","","","","<","<","","","43814";
"207101","1","16","63630","1","","","","","6","","0450","","","43814";
"207101","1","17","63631","1","","","","","6","","0451","","","43814";
"207101","1","18","63502","1","","","","","6","","0453","","","43814";
"207101","1","19","63501","1","1","","","","7","0454","","","","43814";
"207101","2","19","63501","2","2","","","","0","","0426","","","43814";
"207101","2","18","63502","2","","","","","0","","0427","","","43814";
"207101","2","17","63631","","","","","","","<","<","","","43814";
"207101","2","16","63630","","2","","","","","<","<","","","43814";
"207101","2","15","63516","2","","","","","2","","0430","","","43814";
"207101","2","14","63505","2","","","","","2","","0432","","","43814";
"207101","2","13","63506","2","","","","","3","","0434","","","43814";
"207101","2","12","63517","","","","","","","<","<","","","43814";
"207101","2","11","63507","2","2","","","","4","","0436","","","43814";
"207101","2","10","63508","2","","","","","4","","0438","","","43814";
"207101","2","9","63509","2","","","","","5","","0440","","","43814";
"207101","2","8","63510","2","","","","","5","","0442","","","43814";
"207101","2","7","63579","2","2","","","","6","","0444","","","43814";
"207101","2","6","63606","2","","","","","6","","0446","","","43814";
"207101","2","5","63587","2","","","","","7","","0447","","","43814";
"207101","2","4","63588","2","","","","","7","0449","","","","43814";
"207101","3","1","63629","1","","","","","0","","0525","","","43814";
"207101","3","2","63523","","","","","","0","|","|","","","43814";
"207101","3","3","63581","1","","","","","1","","0529","","","43814";
"207101","3","4","63588","1","","","","","2","","0531","","","43814";
"207101","3","5","63587","1","","","","","2","","0533","","","43814";
"207101","3","6","63606","","","","","","3","|","|","","","43814";
"207101","3","7","63579","1","1","","","","3","","0535","","","43814";
"207101","3","8","63510","1","","","","","3","","0537","","","43814";
"207101","3","9","63509","1","","","","","4","","0540","","","43814";
"207101","3","10","63508","1","","","","","5","","0543","","","43814";
"207101","3","11","63507","1","1","","","","5","","0545","","","43814";
"207101","3","12","63517","1","","","","","6","","0547","","","43814";
"207101","3","13","63506","","","","","","","<","<","","","43814";
"207101","3","14","63505","1","","","","","6","","0550","","","43814";
"207101","3","15","63516","","","","","","","<","<","","","43814";
"207101","3","16","63630","1","","","","","7","","0552","","","43814";
"207101","3","17","63631","1","","","","","8","","0553","","","43814";
"207101","3","18","63502","1","","","","","8","","0555","","","43814";
"207101","3","19","63501","1","1","","","","8","0556","","","","43814";
"207101","4","19","63501","2","2","","","","0","","0454","","","43814";
"207101","4","18","63502","2","","","","","0","","0455","","","43814";
"207101","4","17","63631","","","","","","","<","<","","","43814";
"207101","4","16","63630","","2","","","","","<","<","","","43814";
"207101","4","15","63516","2","","","","","2","","0458","","","43814";
"207101","4","14","63505","2","","","","","2","","0500","","","43814";
"207101","4","13","63506","2","","","","","3","","0502","","","43814";
"207101","4","12","63517","","","","","","","<","<","","","43814";
"207101","4","11","63507","2","2","","","","4","","0505","","","43814";
"207101","4","10","63508","2","","","","","4","","0507","","","43814";
"207101","4","9","63509","2","","","","","5","","0509","","","43814";
"207101","4","8","63510","2","","","","","5","","0511","","","43814";
"207101","4","7","63579","2","2","","","","6","","0513","","","43814";
"207101","4","6","63606","2","","","","","6","","0515","","","43814";
"207101","4","5","63587","2","","","","","7","","0516","","","43814";
"207101","4","4","63588","2","","","","","7","","0518","","","43814";
"207101","4","3","63581","2","","","","","8","","0520","","","43814";
"207101","4","2","63523","2","","","","","8","","0522","","","43814";
"207101","4","1","63629","2","","","","","9","0524","","","","43814";
"207101","5","1","63629","1","","","","","0","","0615","","","43814";
"207101","5","2","63523","1","","","","","0","","0617","","","43814";
"207101","5","3","63581","1","","","","","1","","0619","","","43814";
"207101","5","4","63588","1","","","","","2","","0621","","","43814";
"207101","5","5","63587","1","","","","","2","","0623","","","43814";
"207101","5","6","63606","","","","","","3","|","|","","","43814";
"207101","5","7","63579","1","1","","","","3","","0625","","","43814";
"207101","5","8","63510","1","","","","","3","","0627","","","43814";
"207101","5","9","63509","1","","","","","4","","0630","","","43814";
"207101","5","10","63508","1","","","","","5","","0633","","","43814";
"207101","5","11","63507","1","1","","","","5","","0635","","","43814";
"207101","5","12","63517","1","","","","","6","","0637","","","43814";
"207101","5","13","63506","","","","","","","<","<","","","43814";
"207101","5","14","63505","1","","","","","6","","0640","","","43814";
"207101","5","15","63516","","","","","","","<","<","","","43814";
"207101","5","16","63630","1","","","","","7","","0642","","","43814";
"207101","5","17","63631","1","","","","","8","","0643","","","43814";
"207101","5","18","63502","1","","","","","8","","0645","","","43814";
"207101","5","19","63501","1","1","","","","8","","0646","","","43814";
"207101","5","20","63518","1","","","","","9","","0647","","","43814";
"207101","5","21","63524","1","","","","","10","","0650","","","43814";
"207101","5","22","63620","","","","","","","<","<","","","43814";
"207101","5","23","63597","1","","","","","11","","0651","","","43814";
"207101","5","24","63601","1","","","","","12","","0652","","","43814";
"207101","5","25","63591","1","","","","","13","0654","","","","43814";
"207101","6","19","63501","2","2","","","","0","","0511","","","43814";
"207101","6","18","63502","2","","","","","0","","0512","","","43814";
"207101","6","17","63631","","","","","","","<","<","","","43814";
"207101","6","16","63630","","2","","","","","<","<","","","43814";
"207101","6","15","63516","2","","","","","2","","0515","","","43814";
"207101","6","14","63505","2","","","","","2","","0517","","","43814";
"207101","6","13","63506","2","","","","","3","","0519","","","43814";
"207101","6","12","63517","","","","","","","<","<","","","43814";
"207101","6","11","63507","2","2","","","","4","","0522","","","43814";
"207101","6","10","63508","2","","","","","4","","0524","","","43814";
"207101","6","9","63509","2","","","","","5","","0526","","","43814";
"207101","6","8","63510","2","","","","","5","","0528","","","43814";
"207101","6","7","63579","2","2","","","","6","","0530","","","43814";
"207101","6","6","63606","2","","","","","6","","0532","","","43814";
"207101","6","5","63587","2","","","","","7","","0533","","","43814";
"207101","6","4","63588","2","","","","","7","","0535","","","43814";
"207101","6","3","63581","2","","","","","8","","0537","","","43814";
"207101","6","2","63523","2","","","","","8","","0539","","","43814";
"207101","6","1","63629","2","","","","","9","0541","","","","43814";
"207101","7","1","63629","1","","","","","0","","0625","","","43814";
"207101","7","2","63523","1","","","","","0","","0627","","","43814";
"207101","7","3","63581","1","","","","","1","","0629","","","43814";
"207101","7","4","63588","1","","","","","2","","0631","","","43814";
"207101","7","5","63587","1","","","","","2","","0633","","","43814";
"207101","7","6","63606","","","","","","3","|","|","","","43814";
"207101","7","7","63579","1","1","","","","3","","0635","","","43814";
"207101","7","8","63510","1","","","","","3","","0637","","","43814";
"207101","7","9","63509","1","","","","","4","","0640","","","43814";
"207101","7","10","63508","1","","","","","5","","0643","","","43814";
"207101","7","11","63507","1","1","","","","5","","0645","","","43814";
"207101","7","12","63517","1","","","","","6","","0647","","","43814";
"207101","7","13","63506","","","","","","","<","<","","","43814";
"207101","7","14","63505","1","","","","","6","","0650","","","43814";
"207101","7","15","63516","","","","","","","<","<","","","43814";
"207101","7","16","63630","1","","","","","7","","0652","","","43814";
"207101","7","17","63631","1","","","","","8","","0653","","","43814";
"207101","7","18","63502","1","","","","","8","","0655","","","43814";
"207101","7","19","63501","1","1","","","","8","0656","","","","43814";
"207101","8","19","63501","2","2","","","","0","","0554","","","43814";
"207101","8","18","63502","2","","","","","0","","0555","","","43814";
"207101","8","17","63631","","","","","","","<","<","","","43814";
"207101","8","16","63630","","2","","","","","<","<","","","43814";
"207101","8","15","63516","2","","","","","2","","0558","","","43814";
"207101","8","14","63505","2","","","","","2","","0600","","","43814";
"207101","8","13","63506","2","","","","","3","","0602","","","43814";
"207101","8","12","63517","","","","","","","<","<","","","43814";
"207101","8","11","63507","2","2","","","","4","","0605","","","43814";
"207101","8","10","63508","2","","","","","4","","0607","","","43814";
